group,mouse_id,day,fmt_donor_recipient,fmt_donor_id,donor_number,sex,mouse_genotype.x,sample_type.x,treatment,treatment_no_cd,treatment_fmt_only,exp_id_number,experiment,sample_date.x,cdiff_cfu,pos_d1_cdiff,ever_pos_cdiff,lipocalin_2
2049.d0,2049,0,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,NA,no,
2049.dn2,2049,-2,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,NA,no,
2049.dn4,2049,-4,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,NA,no,
2049.dn5,2049,-5,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,NA,no,
2049.dn6,2049,-6,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,NA,no,
2049.dn7,2049,-7,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,NA,no,
2050.1.col,2050,4,recipient,1219,1,F,C57Bl/6NCrl,colon.contents,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2050.2.col,2050,4,recipient,1219,1,F,C57Bl/6NCrl,colon.contents,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2050.cec,2050,4,recipient,1219,1,F,C57Bl/6NCrl,cecal.contents,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2050.d3,2050,3,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,no,no,
2050.d2,2050,2,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,no,no,
2050.d1,2050,1,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,0,no,no,
2050.d0,2050,0,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,NA,no,
2050.dn2,2050,-2,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,NA,no,
2050.dn4,2050,-4,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,NA,no,
2050.dn5,2050,-5,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,NA,no,
2050.dn6,2050,-6,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,NA,no,
2050.dn7,2050,-7,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,NA,no,
2203.cec,2203,2,recipient,1313,1,M ,C57Bl/6NCrl,cecal.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,62000000,yes,yes,
2203.col,2203,2,recipient,1313,1,M ,C57Bl/6NCrl,colon.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,yes,yes,
2203.d1,2203,1,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,37700000,yes,yes,
2203.d0,2203,0,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,yes,yes,
2203.dn2,2203,-2,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,yes,yes,
2203.dn4,2203,-4,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,yes,yes,
2203.dn5,2203,-5,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,yes,yes,
2203.dn6,2203,-6,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,yes,yes,
2203.dn7,2203,-7,recipient,1226,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,yes,yes,
2221.1.col,2221,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+control,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2221.2.col,2221,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2221.cec,2221,4,recipient,1226,1,M ,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2221.d3,2221,3,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,no,no,
2221.d2,2221,2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,no,no,
2221.d1,2221,1,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,0,no,no,
2221.d0,2221,0,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,no,no,
2221.dn2,2221,-2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,no,no,
2221.dn4,2221,-4,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,no,no,
2221.dn5,2221,-5,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,no,no,
2221.dn6,2221,-6,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,no,no,
2221.dn7,2221,-7,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,no,no,
2223.1.col,2223,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2223.2.col,2223,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2223.cec,2223,4,recipient,1226,1,M ,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2223.d3,2223,3,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,no,no,
2223.d2,2223,2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,no,no,
2223.d1,2223,1,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,0,no,no,
2223.d0,2223,0,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,no,no,
2223.dn2,2223,-2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,no,no,
2223.dn4,2223,-4,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,no,no,
2223.dn5,2223,-5,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,no,no,
2223.dn6,2223,-6,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,no,no,
2223.dn7,2223,-7,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,no,no,
2224.cec,2224,3,recipient,1305,1,M ,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,52000000,yes,yes,
2224.col,2224,3,recipient,1305,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,yes,yes,
2224.d2,2224,2,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,40000000,yes,yes,
2224.d1,2224,1,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,1100000,yes,yes,
2224.d0,2224,0,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,yes,yes,
2224.dn2,2224,-2,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,yes,yes,
2224.dn4,2224,-4,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,yes,yes,
2224.dn5,2224,-5,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,yes,yes,
2224.dn6,2224,-6,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,yes,yes,
2224.dn7,2224,-7,recipient,1305,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,yes,yes,
2232.1.col,2232,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2232.2.col,2232,4,recipient,1226,1,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2232.cec,2232,4,recipient,1226,1,M ,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,yes,no,
2232.d3,2232,3,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,no,no,
2232.d2,2232,2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,no,no,
2232.d1,2232,1,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,0,no,no,
2232.d0a,2232,0,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,no,no,
2232.d0b,2232,0,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,no,no,
2232.dn2,2232,-2,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,no,no,
2232.dn4,2232,-4,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,no,no,
2232.dn5,2232,-5,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,no,no,
2232.dn6,2232,-6,recipient,1226,1,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,no,no,
2247.cec,2247,3,recipient,1313,1,M ,C57Bl/6NCrl,cecal.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,5300000,yes,yes,
2247.col,2247,3,recipient,1313,1,M ,C57Bl/6NCrl,colon.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,yes,yes,
2247.d1,2247,1,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,15300000,yes,yes,
2247.dn2,2247,-2,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,yes,yes,
2247.dn4,2247,-4,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,yes,yes,
2247.dn5,2247,-5,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,yes,yes,
2247.dn6,2247,-6,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,yes,yes,
2247.dn7,2247,-7,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,yes,yes,
2254.cec,2254,4,recipient,1219,1,F,C57Bl/6NCrl,cecal.contents,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2254.col,2254,4,recipient,1219,1,F,C57Bl/6NCrl,colon.contents,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.3.2021,0,no,no,
2254.d3,2254,3,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,no,no,
2254.d2,2254,2,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.1.2021,0,no,no,
2254.d1,2254,1,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,0,no,no,
2254.d0,2254,0,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,no,no,
2254.dn2,2254,-2,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.28.2021,NA,no,no,
2254.dn4,2254,-4,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,no,no,
2254.dn5,2254,-5,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.25.2021,NA,no,no,
2254.dn6,2254,-6,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,no,no,
2254.dn7,2254,-7,recipient,1219,1,F,C57Bl/6NCrl,feces,Isotype FMT(R)+ VPI spores,Hh+control,Isotype FMT(R)+ VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,no,no,
2289.cec,2289,3,recipient,1313,1,M ,C57Bl/6NCrl,cecal.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,26000000,yes,yes,
2289.col,2289,3,recipient,1313,1,M ,C57Bl/6NCrl,colon.contents,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,9.2.2021,0,yes,yes,
2289.d1,2289,1,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.31.2021,130000,yes,yes,
2289.d0,2289,0,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.30.2021,NA,yes,yes,
2289.dn4,2289,-4,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.26.2021,NA,yes,yes,
2289.dn6,2289,-6,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.24.2021,NA,yes,yes,
2289.dn7,2289,-7,recipient,1313,1,M ,C57Bl/6NCrl,feces,Isotype FMT(S) + VPI spores,Hh+control,Isotype FMT(S) + VPI spores,fmt_1,Barron_FMT_antip40_exp1_082021,8.23.2021,NA,yes,yes,
2399.cec,2399,4,recipient,1306,2,F,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.12.2021,503000000,NA,yes,
2399.col,2399,4,recipient,1306,2,F,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.12.2021,0,NA,yes,
2399.d0,2399,0,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.8.2021,NA,NA,yes,32.1
2399.dn2,2399,-2,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.6.2021,NA,NA,yes,
2399.dn4,2399,-4,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.4.2021,NA,NA,yes,
2399.dn5,2399,-5,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.3.2021,NA,NA,yes,
2399.dn6,2399,-6,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.2.2021,NA,NA,yes,
2399.dn7,2399,-7,recipient,1306,2,F,C57Bl/6NCrl,feces,Anti-p40 FMT(S)+ VPI spores,Hh+p40,Anti-p40 FMT(S)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.1.2021,NA,NA,yes,0.8
2401.cec,2401,4,recipient,1303,2,M ,C57Bl/6NCrl,cecal.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.12.2021,0,no,no,
2401.col,2401,4,recipient,1303,2,M ,C57Bl/6NCrl,colon.contents,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.12.2021,0,no,no,
2401.d2,2401,2,recipient,1303,2,M ,C57Bl/6NCrl,feces,Anti-p40 FMT(R)+ VPI spores,Hh+p40,Anti-p40 FMT(R)+ VPI spores,fmt_2,Barron_FMT_antip40_exp2_112021,11.10.2021,0,no,no,
